线路,方向,起点,终点,客流量
5路,下行,知春苑,钟楼菜场（北）,2.1
5路,下行,知春苑,天姥路口,6.4
5路,下行,知春苑,石城路口,4.7
5路,下行,城东综合市场,下姆岭,0.5
5路,下行,城东综合市场,大洋山路口,1.3
5路,下行,城东综合市场,庄前,2.7
5路,下行,城东综合市场,黄婆亭,3.2
5路,下行,城东综合市场,新民中学,1.0
5路,下行,城东综合市场,姜家坂,1.9
5路,下行,城东综合市场,平湖路口,1.3
5路,下行,城东综合市场,联英村,1.3
5路,下行,城东综合市场,城南新村,1.3
5路,下行,城东综合市场,阳光福利中心路口,0.5
5路,下行,城东综合市场,城东加油站,0.5
5路,下行,城东综合市场,城东医院,3.2
5路,下行,城东综合市场,青年路小学,0.5
5路,下行,城东综合市场,江滨公园,3.5
5路,下行,城东综合市场,老年活动中心,1.2
5路,下行,城东综合市场,江南之星,1.6
5路,下行,城东综合市场,钟楼菜场（北）,2.1
5路,下行,城东综合市场,天姥路口,6.3
5路,下行,城东综合市场,石城路口,4.6
5路,下行,下姆岭,天姥路口,0.8
5路,下行,下姆岭,石城路口,0.6
5路,下行,大洋山路口,庄前,0.9
5路,下行,大洋山路口,黄婆亭,1.1
5路,下行,大洋山路口,姜家坂,0.6
5路,下行,大洋山路口,城东医院,1.1
5路,下行,大洋山路口,江滨公园,1.2
5路,下行,大洋山路口,江南之星,0.6
5路,下行,大洋山路口,钟楼菜场（北）,0.7
5路,下行,大洋山路口,天姥路口,2.2
5路,下行,大洋山路口,石城路口,1.6
5路,下行,庄前,黄婆亭,2.4
5路,下行,庄前,新民中学,0.8
5路,下行,庄前,姜家坂,1.4
5路,下行,庄前,平湖路口,1.0
5路,下行,庄前,联英村,1.0
5路,下行,庄前,城南新村,1.0
5路,下行,庄前,城东医院,2.4
5路,下行,庄前,江滨公园,2.6
5路,下行,庄前,老年活动中心,0.9
5路,下行,庄前,江南之星,1.2
5路,下行,庄前,钟楼菜场（北）,1.6
5路,下行,庄前,天姥路口,4.7
5路,下行,庄前,石城路口,3.5
5路,下行,黄婆亭,新民中学,1.0
5路,下行,黄婆亭,姜家坂,1.8
5路,下行,黄婆亭,平湖路口,1.3
5路,下行,黄婆亭,联英村,1.3
5路,下行,黄婆亭,城南新村,1.3
5路,下行,黄婆亭,阳光福利中心路口,0.5
5路,下行,黄婆亭,城东加油站,0.5
5路,下行,黄婆亭,城东医院,3.2
5路,下行,黄婆亭,青年路小学,0.5
5路,下行,黄婆亭,江滨公园,3.5
5路,下行,黄婆亭,老年活动中心,1.2
5路,下行,黄婆亭,江南之星,1.6
5路,下行,黄婆亭,钟楼菜场（北）,2.0
5路,下行,黄婆亭,天姥路口,6.2
5路,下行,黄婆亭,石城路口,4.6
5路,下行,新民中学,姜家坂,0.6
5路,下行,新民中学,城东医院,1.1
5路,下行,新民中学,江滨公园,1.2
5路,下行,新民中学,江南之星,0.5
5路,下行,新民中学,钟楼菜场（北）,0.7
5路,下行,新民中学,天姥路口,2.1
5路,下行,新民中学,石城路口,1.5
5路,下行,姜家坂,平湖路口,0.9
5路,下行,姜家坂,联英村,0.9
5路,下行,姜家坂,城南新村,0.9
5路,下行,姜家坂,城东医院,2.0
5路,下行,姜家坂,江滨公园,2.2
5路,下行,姜家坂,老年活动中心,0.8
5路,下行,姜家坂,江南之星,1.0
5路,下行,姜家坂,钟楼菜场（北）,1.3
5路,下行,姜家坂,天姥路口,4.0
5路,下行,姜家坂,石城路口,2.9
5路,下行,平湖路口,联英村,0.6
5路,下行,平湖路口,城南新村,0.6
5路,下行,平湖路口,城东医院,1.5
